Time,PositionState,SickingState,x,y,z,CauseOfDeath,sickNumber,immunedNb,deadNb,,,,SickingState,Infected Count,Dead count,,Infected at Home,Infected is moving,Infected not moving,Infected Returning Home
42.32233,AtHome,Infected,-60.71348,0.5,59.477,None,22,0,0,,,,Infected,22,0,,22,0,0,0
42.32233,AtHome,Infected,-20.40346,0.5,124.1929,None,23,0,0,,,,Infected,23,0,,23,0,0,0
42.32233,AtHome,Infected,-51.04615,0.5,22.97412,None,24,0,0,,,,Infected,24,0,,24,0,0,0
42.32233,AtHome,Infected,-113.355,0.5,-30.23671,None,25,0,0,,,,Infected,25,0,,25,0,0,0
42.32233,AtHome,Infected,119.5947,0.5,94.15208,None,26,0,0,,,,Infected,26,0,,26,0,0,0
42.32233,AtHome,Infected,118.6796,0.5,-122.3751,None,27,0,0,,,,Infected,27,0,,27,0,0,0
42.32233,AtHome,Infected,-53.11171,0.5,3.197861,None,28,0,0,,,,Infected,28,0,,28,0,0,0
42.32233,AtHome,Infected,26.4455,0.5,77.05882,None,29,0,0,,,,Infected,29,0,,29,0,0,0
42.32233,AtHome,Infected,101.9907,0.5,102.4901,None,30,0,0,,,,Infected,30,0,,30,0,0,0
42.32233,AtHome,Infected,-3.132004,0.5,-88.13574,None,31,0,0,,,,Infected,31,0,,31,0,0,0
42.32233,AtHome,Infected,-81.56045,0.5,9.677486,None,32,0,0,,,,Infected,32,0,,32,0,0,0
42.32233,AtHome,Infected,-2.308983,0.5,-28.1166,None,33,0,0,,,,Infected,33,0,,33,0,0,0
42.32233,AtHome,Infected,-3.105564,0.5,34.98139,None,34,0,0,,,,Infected,34,0,,34,0,0,0
42.32233,AtHome,Infected,38.63322,0.5,-77.72664,None,35,0,0,,,,Infected,35,0,,35,0,0,0
42.32233,AtHome,Infected,10.17694,0.5,-99.83841,None,36,0,0,,,,Infected,36,0,,36,0,0,0
42.32233,AtHome,Infected,-83.87682,0.5,-39.5887,None,37,0,0,,,,Infected,37,0,,37,0,0,0
42.32233,AtHome,Infected,-105.1268,0.5,54.80354,None,38,0,0,,,,Infected,38,0,,38,0,0,0
42.32233,AtHome,Infected,40.52278,0.5,-14.02427,None,39,0,0,,,,Infected,39,0,,39,0,0,0
42.32233,AtHome,Infected,-101.4063,0.5,-82.88437,None,40,0,0,,,,Infected,40,0,,40,0,0,0
42.32233,AtHome,Infected,-33.92355,0.5,95.19312,None,41,0,0,,,,Infected,41,0,,41,0,0,0
42.32233,AtHome,Infected,19.2285,0.5,-9.39508,None,42,0,0,,,,Infected,42,0,,42,0,0,0
42.32233,AtHome,Infected,-26.09341,0.5,-76.88165,None,43,0,0,,,,Infected,43,0,,43,0,0,0
42.32233,AtHome,Infected,119.9512,0.5,58.49495,None,44,0,0,,,,Infected,44,0,,44,0,0,0
42.32233,AtHome,Infected,-107.5392,0.5,-69.09332,None,45,0,0,,,,Infected,45,0,,45,0,0,0
42.32233,AtHome,Infected,85.21243,0.5,90.79373,None,46,0,0,,,,Infected,46,0,,46,0,0,0
42.32233,AtHome,Infected,100.7929,0.5,-12.58124,None,47,0,0,,,,Infected,47,0,,47,0,0,0
42.32233,AtHome,Infected,-62.68343,0.5,-28.27721,None,48,0,0,,,,Infected,48,0,,48,0,0,0
42.32233,AtHome,Infected,1.435654,0.5,-35.34297,None,49,0,0,,,,Infected,49,0,,49,0,0,0
42.32233,AtHome,Infected,45.15883,0.5,12.04254,None,50,0,0,,,,Infected,50,0,,50,0,0,0
42.32233,AtHome,Infected,-15.05757,0.5,-1.874969,None,51,0,0,,,,Infected,51,0,,51,0,0,0
42.32233,AtHome,Infected,-101.9383,0.5,-121.2854,None,52,0,0,,,,Infected,52,0,,52,0,0,0
42.32233,AtHome,Infected,48.17563,0.5,-44.58089,None,53,0,0,,,,Infected,53,0,,53,0,0,0
42.32233,AtHome,Infected,104.4148,0.5,-32.89465,None,54,0,0,,,,Infected,54,0,,54,0,0,0
42.32233,AtHome,Infected,-28.61572,0.5,116.6674,None,55,0,0,,,,Infected,55,0,,55,0,0,0
42.32233,AtHome,Infected,75.80486,0.5,98.46002,None,56,0,0,,,,Infected,56,0,,56,0,0,0
42.32233,AtHome,Infected,-78.25548,0.5,120.0434,None,57,0,0,,,,Infected,57,0,,57,0,0,0
42.32233,AtHome,Infected,-112.1225,0.5,-121.903,None,58,0,0,,,,Infected,58,0,,58,0,0,0
42.32233,AtHome,Infected,86.2408,0.5,-20.29539,None,59,0,0,,,,Infected,59,0,,59,0,0,0
42.32233,AtHome,Infected,-48.37938,0.5,-50.87469,None,60,0,0,,,,Infected,60,0,,60,0,0,0
42.32233,AtHome,Infected,-8.593426,0.5,15.19252,None,61,0,0,,,,Infected,61,0,,61,0,0,0
42.32233,AtHome,Infected,-64.32449,0.5,-16.89734,None,62,0,0,,,,Infected,62,0,,62,0,0,0
42.32233,AtHome,Infected,88.0549,0.5,18.01856,None,63,0,0,,,,Infected,63,0,,63,0,0,0
42.32233,AtHome,Infected,75.78733,0.5,124.3432,None,64,0,0,,,,Infected,64,0,,64,0,0,0
42.32233,AtHome,Infected,-48.19884,0.5,4.235611,None,65,0,0,,,,Infected,65,0,,65,0,0,0
42.32233,AtHome,Infected,62.9006,0.5,39.98336,None,66,0,0,,,,Infected,66,0,,66,0,0,0
42.32233,AtHome,Infected,-11.13896,0.5,-28.03592,None,67,0,0,,,,Infected,67,0,,67,0,0,0
42.32233,AtHome,Healthy,58.29652,0.5,4.163162,None,67,0,0,,,,Healthy,68,0,,68,0,0,0
42.32233,AtHome,Healthy,-119.1419,0.5,101.4829,None,67,0,0,,,,Healthy,69,0,,69,0,0,0
42.32233,AtHome,Healthy,14.41075,0.5,48.61339,None,67,0,0,,,,Healthy,70,0,,70,0,0,0
42.32233,AtHome,Healthy,46.44537,0.5,-75.28099,None,67,0,0,,,,Healthy,71,0,,71,0,0,0
42.32233,AtHome,Healthy,24.64371,0.5,-25.49128,None,67,0,0,,,,Healthy,72,0,,72,0,0,0
42.32233,AtHome,Healthy,83.32825,0.5,-118.6362,None,67,0,0,,,,Healthy,73,0,,73,0,0,0
42.32233,AtHome,Healthy,35.48399,0.5,31.2783,None,67,0,0,,,,Healthy,74,0,,74,0,0,0
42.32233,AtHome,Healthy,-54.7121,0.5,123.752,None,67,0,0,,,,Healthy,75,0,,75,0,0,0
42.32233,AtHome,Healthy,38.78778,0.5,-123.6559,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-89.42261,0.5,100.9191,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,29.53477,0.5,116.8489,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-50.19442,0.5,-94.57007,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,85.63248,0.5,25.53664,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,45.60411,0.5,90.59697,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-47.4868,0.5,76.06664,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,76.0433,0.5,51.13119,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,78.55827,0.5,84.19627,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-68.63507,0.5,64.93526,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,120.9508,0.5,-78.23763,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,55.79921,0.5,85.43721,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-110.7683,0.5,89.38992,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-72.99524,0.5,-26.44037,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,35.93257,0.5,-78.2203,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-64.99406,0.5,109.6107,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,30.35779,0.5,-32.4225,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,19.11484,0.5,-53.96413,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-50.53596,0.5,4.541233,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-7.085338,0.5,-69.79892,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,30.10665,0.5,-11.33523,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,59.25121,0.5,-108.3152,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-40.17647,0.5,-10.16779,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,88.93979,0.5,85.94113,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,40.69602,0.5,118.5097,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-79.8586,0.5,62.77236,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-50.15193,0.5,-76.12234,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,44.56427,0.5,-22.44292,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-94.52,0.5,110.9075,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-11.20888,0.5,-101.4277,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-66.8875,0.5,-120.5786,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-112.1515,0.5,-97.95927,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,42.96788,0.5,40.15833,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,69.54803,0.5,89.54166,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-114.2492,0.5,113.7319,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-13.88554,0.5,52.21778,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-72.92735,0.5,60.86596,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,106.5747,0.5,-64.93929,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,36.37358,0.5,-85.675,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,97.20584,0.5,84.33249,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-5.112305,0.5,-62.32639,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,45.32769,0.5,-60.33419,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-44.83456,0.5,101.6826,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,50.42508,0.5,-21.15132,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-32.6613,0.5,89.11913,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,16.06889,0.5,-55.12653,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-101.3063,0.5,-98.04063,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-42.8239,0.5,47.84527,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,120.9237,0.5,36.5462,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-58.80888,0.5,-1.351906,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-12.23822,0.5,48.06524,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-27.87747,0.5,70.90336,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-63.93909,0.5,-28.38702,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,50.77249,0.5,86.29709,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-78.21631,0.5,-116.1818,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,121.2987,0.5,-42.58282,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,119.4099,0.5,-116.7223,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,27.99146,0.5,98.5004,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,31.10163,0.5,58.46252,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,102.2962,0.5,32.67416,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,90.96286,0.5,-28.05881,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-5.947876,0.5,8.904175,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-49.69914,0.5,-91.51691,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-107.6268,0.5,-99.75499,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,103.6147,0.5,48.8826,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-45.02036,0.5,-103.2218,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-32.68988,0.5,-121.8149,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-61.77615,0.5,48.4142,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-0.9037094,0.5,60.41619,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,118.029,0.5,-62.94766,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,99.16982,0.5,-52.77838,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-20.51418,0.5,102.6728,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-16.37195,0.5,-94.10524,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-67.96494,0.5,0.9201583,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-14.65313,0.5,-100.3188,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,103.6939,0.5,14.91593,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,25.58653,0.5,-111.9877,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-57.51519,0.5,-21.4798,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,65.31778,0.5,119.6343,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-43.04604,0.5,94.96539,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-116.7369,0.5,40.3322,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,4.246639,0.5,114.9538,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-33.86824,0.5,88.34856,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,20.19949,0.5,-66.47983,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-41.73405,0.5,0.2772369,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,84.39139,0.5,32.71412,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-115.0253,0.5,-51.91983,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-56.14241,0.5,-117.3177,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-97.43106,0.5,91.80032,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-58.36399,0.5,-13.74059,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-108.9628,0.5,-37.41471,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-10.87178,0.5,17.35292,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,50.41018,0.5,-100.0543,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,113.0838,0.5,118.3431,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-59.56323,0.5,-93.68234,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,45.60789,0.5,85.31448,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-60.7235,0.5,-109.7118,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,51.46148,0.5,-73.50266,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-89.81607,0.5,-36.65127,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-28.99383,0.5,-86.92384,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,75.07872,0.5,-96.09882,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,16.03873,0.5,-61.72078,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-62.95305,0.5,24.39253,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,103.3268,0.5,79.32719,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,124.2558,0.5,45.22332,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-88.02941,0.5,94.5832,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-95.74221,0.5,61.99371,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-1.27919,0.5,16.68946,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,111.7735,0.5,-87.50441,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-36.77465,0.5,-42.96554,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,105.5211,0.5,-95.1255,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-28.40959,0.5,123.1937,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,27.58487,0.5,49.08973,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-23.97736,0.5,-14.16107,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-65.70375,0.5,-5.118744,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-119.5426,0.5,-20.12162,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-76.84354,0.5,-93.94094,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,25.42649,0.5,-3.925278,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,95.25806,0.5,-10.99421,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-35.6972,0.5,42.00217,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-58.04087,0.5,69.32991,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,21.35132,0.5,-27.79774,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,64.00468,0.5,29.5258,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,9.204578,0.5,-65.37715,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-48.3009,0.5,-54.82582,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-110.2744,0.5,70.56975,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-64.09732,0.5,-13.75232,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,104.0519,0.5,33.59594,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,52.51518,0.5,117.4772,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,113.2394,0.5,-62.64249,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,25.18608,0.5,-95.07197,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,59.92469,0.5,22.78354,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,10.02513,0.5,-12.33469,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-122.6375,0.5,10.35397,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,36.51893,0.5,33.98698,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,86.30031,0.5,-34.86682,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,114.3054,0.5,36.02147,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,104.754,0.5,-6.004471,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-107.8291,0.5,-51.1591,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-1.819832,0.5,-71.32414,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,77.01257,0.5,-100.2177,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-34.45162,0.5,-54.04623,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-12.33767,0.5,60.81739,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,115.0358,0.5,-98.03253,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,39.33688,0.5,53.67985,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-120.3167,0.5,-7.531719,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,81.81312,0.5,5.741283,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-114.3797,0.5,0.2599792,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,57.47008,0.5,-118.2831,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,17.91896,0.5,-54.94369,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-54.34288,0.5,100.5082,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-83.8082,0.5,66.97511,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-108.4186,0.5,-64.09482,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-121.7162,0.5,-74.84004,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-54.80234,0.5,68.38992,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,122.185,0.5,-89.18115,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-5.736874,0.5,52.27836,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,116.1671,0.5,-63.81845,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-87.73009,0.5,7.745788,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,79.77211,0.5,-97.45615,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
42.32233,AtHome,Healthy,-111.5698,0.5,63.26851,None,67,0,0,,,,Healthy,76,0,,76,0,0,0
